fileIdentifier,language,character set,Hierarchy Level,Hierarchy Level Name,Metadata Point of Contact,Dataset URI,entryDate,title,alternateTitle,releaseDate,date type,citedResponsibleParty,abstract,Language,Character Set,Topic Category,surveyType,dataType,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,organisation name,party role,legislation,country,state,northBoundLatitude,southBoundLatitude,eastBoundLongitude,westBoundLongitude,Beginning Time,Ending Time,keyword,keyword,keyword,code,Access Constraints,Use Constraints,Security Constraints,supplementalInformation,userNote,surveyId
228166,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Cesium Source tests, April 1997.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,"AGSO, Brian Minty",resourceProvider,"AGSO, Brian Minty",processor,,,AGSO,owner,,,,0,0,0,0,,,On,,,,license,license,unclassified,,,71
228167,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Albury Calibration Range, April, 1997.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,"AGSO, Brian Minty",resourceProvider,"AGSO, Brian Minty",processor,,,AGSO,owner,,,,0,0,0,0,,,On,,VH-BGE Aero Commander,,license,license,unclassified,,,72
228168,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,Miscellaneous,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,AGSO,principalInvestigator,,,,,,,AGSO,owner,,,,0,0,0,0,,,On,,,,license,license,unclassified,product,,73
228169,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"High Altitude Spectrometer Calibrations, Tas,May 1997",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,,,,,,,AGSO,owner,,,,0,0,0,0,,,On,,,,license,license,unclassified,,,74
228170,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Pilbara Region,WA,1984-96,Composite Grids",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,AGSO,principalInvestigator,,,,,,,AGSO,owner,,,,0,0,0,0,,,On,,,,license,license,unclassified,product,,75
228171,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Meekatharra, Perth 1:1,000,000 sheets combined data & grids.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,AGSO,principalInvestigator,,,Mackey et al,processor,,,AGSO,owner,,,,0,0,0,0,,,On,,,,license,license,unclassified,product,,76
228172,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Spectrometer ground (Slab) calibration, March, 1998.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,,,"Brain Minty, AGSO.",processor,,,AGSO,owner,,AUS,"ACT,NSW",0,0,0,0,,,On,FW,VH-BGE Aero Commander,,license,license,unclassified,,,78
228173,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"High altitude spectrometer calibration, Tas, March, 1998.",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,,,"Brain Minty, AGSO.",processor,,,AGSO,owner,,AUS,TAS,0,0,0,0,,,Off,,VH-BGE Aero Commander,,license,license,unclassified,,,79
228174,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Kimberley Region,WA,1966-85,Composite Mag Grids",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,AGSO,principalInvestigator,,,Tony Meixner,processor,,,AGSO,owner,,,,0,0,0,0,,,On,,,,license,license,unclassified,product,,80
228175,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Jemalong Plains,NSW,1995",A2950081,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG RAL ELE,AGSO,principalInvestigator,,,M. Richardson,processor,,,AGSO,owner,,AUS,NSW,,,,,12/12/1995,12/13/1995,On,FW,VH-BGE Aero Commander,,license,license,unclassified,,,81
228176,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"NSW Magnetic Map,NSW",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,NSW Dept of Mineral Resources,principalInvestigator,,,,,,,NSW Dept of Mineral Resources,owner,,,,0,0,0,0,,,On,,,,license,license,unclassified,product,,82
228177,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Otway Basin Traverses, 1998",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,AGSO,principalInvestigator,AGSO,resourceProvider,AGSO,processor,,,AGSO,owner,,,,0,0,0,0,11/05/1998,11/07/1998,Off,FW,VH-BGE Aero Commander,EPSG:7030,license,license,unclassified,,,83
228178,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,Spectrometer Calibration (Slabs) Canberra Airport 1999,,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,Minty,resourceProvider,Minty,processor,,,AGSO,owner,,,,0,0,0,0,04/15/1999,04/15/1999,On,FW,VH-BGE Aero Commander,,license,license,unclassified,,,84
228179,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"High Altitude Spectrometer Calibrations, Tas, April,1999",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,RAD,AGSO,principalInvestigator,Minty,resourceProvider,Minty,processor,,,AGSO,owner,,AUS,,0,0,0,0,,,On,FW,VH-BGE Aero Commander,,license,license,unclassified,,,85
228180,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,South-Eastern Goldfields - Digital Gravity Data 1999,G6990087,6/07/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,AGSO,principalInvestigator,Scintrex,resourceProvider,,,AGSO,,,,,AUS,WA,-30.971231,-32.994747,123.00675,119.999803,9/01/1998,02/28/1999,On,,,EPSG:4283,license,license,unclassified,Gravity Project # 199806,,87
228181,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Perth Basin - Woodside Petroleum, WA, 1992",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,Woodside Offshore Petroleum,principalInvestigator,Aerodata,resourceProvider,,,,,Woodside Offshore Petroleum,owner,,AUS,WA,-30.067982,-31.250114,115.369972,114.499245,,,Off,,,,license,license,unclassified,,,88
228182,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Lachlan Fold Belt, NSW, 1991-98 composite grids",,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,AIR,MAG,,,,,"Mackey, T",processor,,,,,,AUS,,0,0,0,0,,,On,,,,license,license,unclassified,product,,89
228183,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Eastern Goldfields Laverton - Lake Carey Gravity, WA  2000",G6000090,05/28/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,AGSO,principalInvestigator,Fugro Ground Geophysics,resourceProvider,Fugro Ground Geophysics,processor,AGSO,,AGSO,owner,,AUS,WA,-28.50007,-29.50159,123.98934,119.49479,09/18/2000,12/29/2000,On,RW,,EPSG:4283,license,license,unclassified,,,90
228184,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Lake Carey Gravity Company, WA,2000",G6000091,05/28/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,Metex Resources Nl,principalInvestigator,,,,,,,,,,AUS,WA,-28.545398,-28.770939,122.408516,122.151813,,,On,,,EPSG:4283,license,license,unclassified,,,91
228185,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Gawler Craton,SA, 2001 - Sth Olympic, Lake Harris, Mulgathing",G5010092,07/24/2001,publication,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,AGSO / PIRSA,principalInvestigator,Scintrex,resourceProvider,Scintrex,processor,,,,,,AUS,SA,,,,,4/01/2001,05/31/2001,On,RW,,EPSG:4283,license,license,unclassified,Survey over three areas in Gawler Craton,,92
228186,eng,utf8,dataset,dataset - airborne geophysical survey,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",,01/27/2005,"Tennant Inlier Gravity, NT, 2001",G8010093,,,"Richardson, Murray; Program Manager; Geoscience Australia; PO Box 378, Canberra, ACT, Australia, 2601; +61262499229; +61262496249; murray.richardson@ga.gov.au; PointOfContact",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,eng,utf8,geoscientificInformation,LAND,GRAV,AGSO / NTGS,principalInvestigator,Scintrex,resourceProvider,,,,,AGSO / NTGS,owner,,AUS,NT,-19,-20.5,135,133.31,,,On,,,EPSG:4283,license,license,unclassified,,,93
