SURVEYID,TITLE,ABSTRACT,MINLON,MAXLON,MINLAT,MAXLAT,KEYWORD1,KEYWORD2,DATE
199633,"Mt Mundi Detailed Grav, Qld 1996, CR28561 - EPM10942,EPM11032",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.082375,-21.302656,140.291872,140.038456,LAND,GRAV,7/01/1996
199638,"Eliza Creek Grav Survey, Qld 1996 - CR29662 - EPM9698",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.30997,-20.63434,141.13922,140.87082,LAND,GRAV,04/15/1996
199742,"Mount Morgan Detailed Grav Survey, Qld 1997 - EPM 9505, CR 30222",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-23.569332,-23.859458,150.64524,150.254657,LAND,GRAV,7/01/1997
4068,Open File company gravity data from GSQ for 1991 to 2004,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
199743,"Gypsum Creek Detailed Grav Survey, Qld 1997 - CR29641 - EPM10282",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.74932,-20.85009,140.99532,140.817,LAND,GRAV,05/27/1997
199840,"Clermont District EPC524 Detailed Grav Survey, Qld 1998 - CR31565",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-22.619083,-22.858428,147.682326,147.58193,LAND,GRAV,9/10/1998
200841,GSQ Secondary Gravity Base Stations - Qld,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.448,-29.451667,152.9655,138.11966,LAND,GRAV,
1198,"Rylstone, NSW, 1997",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.68,-32.94,150.34,150.03,AIR,"MAG,RAL,ELE",
200681,"Newmont Detailed Gravity Survey - Central Arunta, NT, 2006",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.917687,-21.212155,133.883055,133.325493,LAND,GRAV,11/21/2006
1199,"Katanning, WA, 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.46598,-33.71975,117.68723,116.92964,AIR,"MAG,RAL,ELE",09/28/2007
1200,"Kukerin, WA, 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.2147,-33.5023,118.28701,117.83048,AIR,"MAG,RAL,ELE",11/01/2007
1201,"Broomehill, WA, 1993 (QUESTEM AEM survey) ""SALTMAP""",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.80224,-33.98463,117.56924,117.25199,AIR,"TDE,MAG,RAD,ELE",10/01/1993
1202,"Lake Coyrecup, WA, 2007",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.63345,-33.87247,117.99164,117.74668,AIR,"MAG,RAL,ELE",12/01/2007
199437,"Lawn Hill, Qld Detailed Gravity Survey, 1994",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-18.502415,-18.691767,139.602588,139.464163,LAND,GRAV,11/12/1994
4069,"Newmont Detailed Gravity Survey, NT, 2006",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.917687,-21.212155,133.883055,133.325493,LAND,GRAV,11/21/2006
4070,"Lawn Hill, Qld Gravity Survey, 1994",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-18.502415,-18.691767,139.602588,139.464163,LAND,GRAV,11/12/1994
1203,"Radiometric Map of Australia (Grids), 2009",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-9,-43.8,153.7,112.9,AIR,RAD,
4071,"Westmoreland-Normanton Gravity Survey, Qld 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-15.4822,-18.290153,144.023115,137.994163,LAND,GRAV,06/16/2008
200950,"Gravity along seismic Gawler Curnamona Link Line, 09GA-CG1",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.682855,-31.911787,139.15018,137.916126,LAND,GRAV,1/03/2009
4072,Gravity along the Gawler Curnamona Seismic Link Line - SA 2009,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.682855,-31.911787,139.15018,137.916126,LAND,GRAV,1/03/2009
1204,"Esperance, WA, 1994",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.0623,-33.6592,121.776,121.3937,AIR,"MAG,RAD",5/01/1994
1205,"Karonie, WA, 2001",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.3657,-31.7509,122.9857,122.6545,AIR,"MAG,RAD,ELE",4/01/2001
199543,"Coal and Allied Operations Grav Survey, CR28277, Qld, 1995",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.441417,-20.473975,147.556623,147.52786,LAND,GRAV,11/03/1995
1206,"Broken Hill Managed Aquifer Recharge (MAR) AEM Survey - Part A, NSW, 2009",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,AIR,"TDE,MAG,ELE",
4075,"Gravity Index, Second Edition, 2009/07",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
200144,"Drummond Basin, CR33546; Pocket Dam Walthram Donnybrook Lascelles",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-22.18469,-22.62871,146.96486,146.56051,LAND,GRAV,10/28/2001
199843,"Mabbin Creek, EPC645, CR31588",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.405605,-22.037839,147.95003,147.658311,LAND,GRAV,3/12/1998
199842,Theresa Creek EPC 627 CR31406,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-22.895826,-23.086611,147.694886,147.562255,LAND,GRAV,03/25/1998
199748,Hillview EPC 644 CR31166,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-23.549057,-23.690306,147.882376,147.715005,LAND,GRAV,
199943,Charters Towers CR33305,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.83029,-20.69154,146.6176,145.642,LAND,GRAV,
199605,"Gold Reef - Maronan Qld, EPM6982, CR28251",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.042866,-21.186006,140.972386,140.901798,LAND,GRAV,5/02/1996
199747,Maronan EPM6982 CR30045,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-21.032294,-21.150057,141.000289,140.881803,LAND,GRAV,
200343,Naraku CR45690,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.103839,-20.299115,140.814298,140.699539,LAND,GRAV,
200345,Naraku EPM12660 CR44699,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.204992,-20.262925,140.798977,140.717146,LAND,GRAV,
200442,Naraku EPM 12660 CR40038,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20.110978,-20.338667,140.8047,140.62061,LAND,GRAV,06/17/2004
1207,"Cornish - Helena, WA, 2009 (East Canning 2)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-19.5,-22,127.5,126,AIR,"MAG,RAL,ELE",6/01/2009
1208,"Seemore, WA, 2009 (Eucla Basin 1)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30,-31,126.5,124.534944,AIR,"MAG,RAL,ELE",6/06/2009
4076,Open File company gravity data from GSQ for 1996 to 2004,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
4077,"Darling Rankin Springs Gravity  Extension along the 2008 Seismic Line, NSW 2009",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32.289557,-32.384623,146.32069,145.418977,LAND,GRAV,1/09/2009
4078,"Gravity along 2008 Seismic Lines in SA, Arrowie, Curnamona & Gawler",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-29.837848,-32.862439,140.342673,135.17825,LAND,GRAV,05/28/2008
1209,"Central Canning, WA, 2009",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-20,-23,126,122,AIR,"MAG,RAL,ELE",6/10/2009
1210,"Naretha, WA, 2009 (Eucla Basin 3)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31,-32.5,125.5,123.869763,AIR,"MAG,RAL,ELE",6/11/2009
1211,"Broome, WA, 2009 (North Canning 1)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-16,-18,123.5,122.111358,AIR,"MAG,RAL,ELE",07/14/2009
1212,"Mt Anderson - McClarty Hills, WA, 2009 (North Canning 3)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-18,-20,124.5,123,AIR,"MAG.RAL,ELE",7/03/2009
1213,"Eucla Coast, WA, 2009 (Eucla Basin 6)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-32,-33.900253,127.769861,124,AIR,"MAG,RAL,ELE",09/27/2009
1214,"Yampi - Derby, WA, 2009 (North Canning 2)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-16,-18,124.5,123.5,AIR,"MAG,RAL,ELE",06/30/2009
1215,"Crossland - Noonkanbah, WA, 2009 (East Canning 1)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-17.5,-21.128747,126,124.5,AIR,"MAG,RAL,ELE",8/10/2009
200803,"Gravity on Gawler, Officer, Musgrave, Amadeus (GOMA) Seismic 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.32,-30.7,134.56,133.33,LAND,GRAV,10/17/2008
200960,Cunderdin-Kauring Gravity Survey,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-30.993249,-32.516128,118.003715,116.498868,LAND,GRAV,01/29/2009
4079,Gravity grids for 2009,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-8,-52,170,100,LAND,GRAV,
4080,"Gravity on Gawler, Officer, Musgrave, Amadeus (GOMA) Seismic Line 2008",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-25.32,-30.7,134.56,133.33,LAND,GRAV,10/17/2008
1216,"Broken Hill Managed Aquifer Recharge (MAR) AEM Survey - Part B, NSW, 2009",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-31.8169,-33.1576,143.2833,141.9684,AIR,"TDE,MAG,ELE",07/28/2009
4081,2001 Gravity Grid and images of the Australian Region,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-8,-48,162,106,LAND,GRAV,
4082,AFGN Corel Draw Format Diagrams,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
2040,"Port Broughton, SA, 1979 (79SA21) (74sl)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.49827,-33.8987,138.07907,137.64794,AIR,"MAG,RAD",
2041,"Mt Isabella, SA, 1991 (91SA14)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-34.01089,-34.26076,136.01399,135.74327,AIR,"MAG,RAD",8/01/1991
2042,"Moonta-Wallaroo (Kadina II), SA, 1984 (84SA08) (74sj)",Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,-33.87197,-34.08662,137.95779,137.65032,AIR,"MAG,RAD",
4083,Additional metadata for 8 North Qld Gravity Surveys,Survey conducted by the Commonwealth Government or State/Territory Geological Survey (or equivalent) collecting airborne geophysical data,,,,,LAND,GRAV,
